,X.1,X,Date,AveragePrice,Total.Volume,X4046,X4225,X4770,Total.Bags,Small.Bags,Large.Bags,XLarge.Bags,type,year,region,Markets,Revenue
13560,13560,3,12/10/17,1.4,5488.94,141.27,47.66,0,5300.01,5293.34,6.67,0,organic,2017,NewOrleansMobile,South Central,7684.516
13561,13561,4,12/3/17,1.46,5649.91,85.78,149.33,0,5414.8,5225.55,189.25,0,organic,2017,NewOrleansMobile,South Central,8248.8686
13562,13562,5,11/26/17,1.44,4941.8,87.3,65.02,0,4789.48,4548.89,240.59,0,organic,2017,NewOrleansMobile,South Central,7116.192
13563,13563,6,11/19/17,1.49,6681.63,78.99,209.01,0,6393.63,6092.22,301.41,0,organic,2017,NewOrleansMobile,South Central,9955.6287
13564,13564,7,11/12/17,1.64,5811.87,80.51,111.76,0,5619.6,5588.9,30.7,0,organic,2017,NewOrleansMobile,South Central,9531.4668
13565,13565,8,11/5/17,1.7,5876.27,110.32,92.85,0,5673.1,5123.32,549.78,0,organic,2017,NewOrleansMobile,South Central,9989.659
13566,13566,9,10/29/17,1.7,6088.13,89.32,154,0,5844.81,5561.11,283.7,0,organic,2017,NewOrleansMobile,South Central,10349.821
13567,13567,10,10/22/17,1.6,3456.59,83.45,125.29,0,3247.85,3234.45,13.4,0,organic,2017,NewOrleansMobile,South Central,5530.544
13568,13568,11,10/15/17,1.55,2172.93,252.53,100.4,0,1820,1816.67,3.33,0,organic,2017,NewOrleansMobile,South Central,3368.0415
13569,13569,12,10/8/17,1.69,2402.71,208.27,73.21,0,2121.23,2111.23,10,0,organic,2017,NewOrleansMobile,South Central,4060.5799
13570,13570,13,10/1/17,1.97,3769.02,207.39,135.26,0,3426.37,3269.44,156.93,0,organic,2017,NewOrleansMobile,South Central,7424.9694
13571,13571,14,9/24/17,1.89,6852.14,155.62,218.47,0,6478.05,5656.66,821.39,0,organic,2017,NewOrleansMobile,South Central,12950.5446
13572,13572,15,9/17/17,1.89,6311.86,313.42,179.09,0,5819.35,5023.34,796.01,0,organic,2017,NewOrleansMobile,South Central,11929.4154
13573,13573,16,9/10/17,1.63,6601.76,248.6,125.76,0,6227.4,5804.52,422.88,0,organic,2017,NewOrleansMobile,South Central,10760.8688
13574,13574,17,9/3/17,1.5,7148.98,222.83,202.3,0,6723.85,6707.19,16.66,0,organic,2017,NewOrleansMobile,South Central,10723.47
13575,13575,18,8/27/17,1.5,7632.07,162.94,337.52,0,7131.61,7128.28,3.33,0,organic,2017,NewOrleansMobile,South Central,11448.105
13576,13576,19,8/20/17,1.35,6866.21,252.01,296.52,0,6317.68,6314.35,3.33,0,organic,2017,NewOrleansMobile,South Central,9269.3835
13577,13577,20,8/13/17,1.2,8220.25,164.92,93.1,0,7962.23,7945.56,16.67,0,organic,2017,NewOrleansMobile,South Central,9864.3
13578,13578,21,8/6/17,1.18,6994.5,128.76,71.31,0,6794.43,6781.1,13.33,0,organic,2017,NewOrleansMobile,South Central,8253.51
13579,13579,22,7/30/17,1.25,5816.2,228.57,118.74,0,5468.89,5458.89,10,0,organic,2017,NewOrleansMobile,South Central,7270.25
13580,13580,23,7/23/17,1.28,2327.42,102.75,55.78,0,2168.89,2162.22,6.67,0,organic,2017,NewOrleansMobile,South Central,2979.0976
13581,13581,24,7/16/17,1.23,5447.12,157.91,128.12,0,5161.09,5157.76,3.33,0,organic,2017,NewOrleansMobile,South Central,6699.9576
13582,13582,25,7/9/17,1.76,1942.28,103.74,367.42,0,1471.12,1461.12,10,0,organic,2017,NewOrleansMobile,South Central,3418.4128
13583,13583,26,7/2/17,1.89,2700.26,183.02,838.35,0,1678.89,1662.22,16.67,0,organic,2017,NewOrleansMobile,South Central,5103.4914
13584,13584,27,6/25/17,1.91,1282.64,64.99,472.65,0,745,738.34,6.66,0,organic,2017,NewOrleansMobile,South Central,2449.8424
13585,13585,28,6/18/17,2.32,936.69,103.46,679.9,0,153.33,150,3.33,0,organic,2017,NewOrleansMobile,South Central,2173.1208
13586,13586,29,6/11/17,2.19,515.01,399.62,5.92,0,109.47,106.14,3.33,0,organic,2017,NewOrleansMobile,South Central,1127.8719
13587,13587,30,6/4/17,2.12,1179.16,417.01,0,0,762.15,762.15,0,0,organic,2017,NewOrleansMobile,South Central,2499.8192
13588,13588,31,5/28/17,1.88,2367.07,367.18,0,0,1999.89,1694.74,305.15,0,organic,2017,NewOrleansMobile,South Central,4450.0916
13589,13589,32,5/21/17,2.1,1834.44,536.85,23.86,0,1273.73,1094.78,178.95,0,organic,2017,NewOrleansMobile,South Central,3852.324
13590,13590,33,5/14/17,1.96,1745.63,900.99,0,0,844.64,744.97,99.67,0,organic,2017,NewOrleansMobile,South Central,3421.4348
13591,13591,34,5/7/17,1.57,3722.76,353.11,0,0,3369.65,2418.72,950.93,0,organic,2017,NewOrleansMobile,South Central,5844.7332
13592,13592,35,4/30/17,1.95,634.09,228.39,24.04,0,381.66,381.66,0,0,organic,2017,NewOrleansMobile,South Central,1236.4755
13593,13593,36,4/23/17,1.74,2924.36,295.32,12.1,0,2616.94,2616.94,0,0,organic,2017,NewOrleansMobile,South Central,5088.3864
13594,13594,37,4/16/17,1.63,4994.04,213.2,0,0,4780.84,4280,500.84,0,organic,2017,NewOrleansMobile,South Central,8140.2852
13595,13595,38,4/9/17,1.63,5498.31,281.91,0,0,5216.4,4707.5,508.9,0,organic,2017,NewOrleansMobile,South Central,8962.2453
13596,13596,39,4/2/17,1.55,6540.24,293.79,0,0,6246.45,5484.77,761.68,0,organic,2017,NewOrleansMobile,South Central,10137.372
13597,13597,40,3/26/17,1.6,3838.3,233.24,0,0,3605.06,3380,225.06,0,organic,2017,NewOrleansMobile,South Central,6141.28
13598,13598,41,3/19/17,1.44,1517.2,83.52,0,0,1433.68,904.02,529.66,0,organic,2017,NewOrleansMobile,South Central,2184.768
13599,13599,42,3/12/17,1.45,3782.27,369.23,0,0,3413.04,2461.53,951.51,0,organic,2017,NewOrleansMobile,South Central,5484.2915
13600,13600,43,3/5/17,1.45,4348.91,429.04,0,0,3919.87,3487.08,432.79,0,organic,2017,NewOrleansMobile,South Central,6305.9195
13601,13601,44,2/26/17,1.33,5744.81,151.65,6.32,0,5586.84,5155.23,431.61,0,organic,2017,NewOrleansMobile,South Central,7640.5973
13602,13602,45,2/19/17,1.33,5160.37,139.21,0,0,5021.16,4830.72,190.44,0,organic,2017,NewOrleansMobile,South Central,6863.2921
13603,13603,46,2/12/17,1.33,6425.79,254.69,0,0,6171.1,5927.54,243.56,0,organic,2017,NewOrleansMobile,South Central,8546.3007
13604,13604,47,2/5/17,1.35,3381.82,326.31,6.26,0,3049.25,1874.51,1174.74,0,organic,2017,NewOrleansMobile,South Central,4565.457
13605,13605,48,1/29/17,1.3,2939.28,129.28,0,0,2810,1861.27,948.73,0,organic,2017,NewOrleansMobile,South Central,3821.064
13606,13606,49,1/22/17,1.31,4028.29,190.38,5.98,0,3831.93,2815.27,1016.66,0,organic,2017,NewOrleansMobile,South Central,5277.0599
13607,13607,50,1/15/17,1.3,3873.46,101.17,11.9,0,3760.39,2775.42,984.97,0,organic,2017,NewOrleansMobile,South Central,5035.498
13608,13608,51,1/8/17,1.26,5077.97,189.58,0,0,4888.39,3309.59,1578.8,0,organic,2017,NewOrleansMobile,South Central,6398.2422
13609,13609,52,1/1/17,1.3,2818.22,125.73,11.78,0,2680.71,1947.5,733.21,0,organic,2017,NewOrleansMobile,South Central,3663.686
13610,13610,0,12/31/17,1.83,69777.3,6476.19,16996.47,134.7,46169.94,46167.94,2,0,organic,2017,NewYork,Northeast,127692.459
13611,13611,1,12/24/17,1.85,74779.73,9007.76,20286.73,241.8,45243.44,45130.97,112.47,0,organic,2017,NewYork,Northeast,138342.5005
13612,13612,2,12/17/17,1.84,75462.11,7786.02,22015.68,96.31,45564.1,44572.56,991.54,0,organic,2017,NewYork,Northeast,138850.2824
13613,13613,3,12/10/17,1.79,79929.45,8727.63,19910.92,102.93,51187.97,50816.5,371.47,0,organic,2017,NewYork,Northeast,143073.7155
13614,13614,4,12/3/17,1.81,95299.69,14732.14,35839.64,73.33,44654.58,43868.01,786.57,0,organic,2017,NewYork,Northeast,172492.4389
13615,13615,5,11/26/17,2.02,63156,5280.67,14350.39,178.15,43346.79,43299.16,47.63,0,organic,2017,NewYork,Northeast,127575.12
13616,13616,6,11/19/17,2.07,68466.86,5986.02,16315.77,101.81,46063.26,46015.76,47.5,0,organic,2017,NewYork,Northeast,141726.4002
13617,13617,7,11/12/17,2.05,74312.9,5949.51,17740.19,170.06,50453.14,50266.64,186.5,0,organic,2017,NewYork,Northeast,152341.445
13618,13618,8,11/5/17,2.05,71500.85,5539.92,17479.3,118.99,48362.64,48214.28,148.36,0,organic,2017,NewYork,Northeast,146576.7425
13619,13619,9,10/29/17,2.11,70881.96,5301.96,19352.26,84.57,46143.17,46069.13,74.04,0,organic,2017,NewYork,Northeast,149560.9356
13620,13620,10,10/22/17,2.08,70272.82,5760.74,17860.14,73.28,46578.66,46411.29,167.37,0,organic,2017,NewYork,Northeast,146167.4656
13621,13621,11,10/15/17,2.09,69241.11,6708.76,14018.78,100.55,48413.02,48265.51,147.51,0,organic,2017,NewYork,Northeast,144713.9199
13622,13622,12,10/8/17,2.06,67166.62,6353.85,16664.55,133.03,44015.19,43893.94,121.25,0,organic,2017,NewYork,Northeast,138363.2372
13623,13623,13,10/1/17,2.04,63623.43,5060.7,14782.9,90.07,43689.76,43667.44,22.32,0,organic,2017,NewYork,Northeast,129791.7972
13624,13624,14,9/24/17,2.06,70365.19,5244.89,22378.4,77.37,42664.53,42664.53,0,0,organic,2017,NewYork,Northeast,144952.2914
13625,13625,15,9/17/17,2.08,70931.23,4879.35,23574.9,12.3,42464.68,42464.68,0,0,organic,2017,NewYork,Northeast,147536.9584
13626,13626,16,9/10/17,2.07,90178.82,5734.05,28471.55,57.34,55915.88,55915.88,0,0,organic,2017,NewYork,Northeast,186670.1574
13627,13627,17,9/3/17,2.14,82176.04,8610.72,29307.53,233.62,44024.17,44024.17,0,0,organic,2017,NewYork,Northeast,175856.7256
13628,13628,18,8/27/17,2.13,73865.51,4774.28,24947.05,93.05,44051.13,44051.13,0,0,organic,2017,NewYork,Northeast,157333.5363
13629,13629,19,8/20/17,1.85,107274.72,11650.4,43213.82,149.8,52260.7,52260.7,0,0,organic,2017,NewYork,Northeast,198458.232
13630,13630,20,8/13/17,2.07,73309.74,4392.15,21953.83,234.58,46729.18,46723.25,5.93,0,organic,2017,NewYork,Northeast,151751.1618
13631,13631,21,8/6/17,1.91,72075.29,3899.19,18435.36,158.28,49582.46,49486.44,96.02,0,organic,2017,NewYork,Northeast,137663.8039
13632,13632,22,7/30/17,1.88,71035.9,3407.72,17677.84,285.56,49664.78,49656.41,8.37,0,organic,2017,NewYork,Northeast,133547.492
13633,13633,23,7/23/17,1.85,87888.29,5573.31,20491.42,1314.87,60508.69,60473.16,35.53,0,organic,2017,NewYork,Northeast,162593.3365
13634,13634,24,7/16/17,1.79,80280.09,7856.39,19545.1,2330.29,50548.31,50548.31,0,0,organic,2017,NewYork,Northeast,143701.3611
13635,13635,25,7/9/17,2.48,59563.6,3895.32,21115.87,1931.13,32621.28,32621.28,0,0,organic,2017,NewYork,Northeast,147717.728
13636,13636,26,7/2/17,2.44,63800.15,5739.89,25934.55,1805.76,30319.95,30319.95,0,0,organic,2017,NewYork,Northeast,155672.366
13637,13637,27,6/25/17,2.36,68542.66,5993.84,27972.54,1229.15,33347.13,33342.24,4.89,0,organic,2017,NewYork,Northeast,161760.6776
13638,13638,28,6/18/17,1.91,166308.13,32342.06,94247.03,277.54,39441.5,38126.3,1315.2,0,organic,2017,NewYork,Northeast,317648.5283
13639,13639,29,6/11/17,2.39,81679.26,9032.28,33481.66,685.11,38480.21,37772.25,707.96,0,organic,2017,NewYork,Northeast,195213.4314
13640,13640,30,6/4/17,2.06,112812.77,17822.91,52648.14,1178.91,41162.81,39892.76,1270.05,0,organic,2017,NewYork,Northeast,232394.3062
13641,13641,31,5/28/17,2.38,76002.26,6137.98,30135.14,629.9,39099.24,38971.17,128.07,0,organic,2017,NewYork,Northeast,180885.3788
13642,13642,32,5/21/17,2.39,70663.57,6849.35,27571.04,1575.09,34668.09,34668.09,0,0,organic,2017,NewYork,Northeast,168885.9323
13643,13643,33,5/14/17,2.41,71188.47,6758.27,25947.46,2033.18,36449.56,36449.56,0,0,organic,2017,NewYork,Northeast,171564.2127
13644,13644,34,5/7/17,2.34,88625.27,8039.83,35366.86,1665.22,43553.36,43553.36,0,0,organic,2017,NewYork,Northeast,207383.1318
13645,13645,35,4/30/17,1.9,156250.72,32215.02,82983.52,1917.45,39134.73,39134.73,0,0,organic,2017,NewYork,Northeast,296876.368
13646,13646,36,4/23/17,2.23,73975.31,6752.28,33878.47,1022.4,32322.16,32297.7,24.46,0,organic,2017,NewYork,Northeast,164964.9413
13647,13647,37,4/16/17,1.9,126408.2,21906.82,72571.32,210.54,31719.52,31327.58,391.94,0,organic,2017,NewYork,Northeast,240175.58
13648,13648,38,4/9/17,2.22,69388.43,8494.69,34731.6,166.09,25996.05,25956.87,39.18,0,organic,2017,NewYork,Northeast,154042.3146
13649,13649,39,4/2/17,1.86,140039.98,28190.77,80969.6,128.39,30751.22,30716.93,34.29,0,organic,2017,NewYork,Northeast,260474.3628
13650,13650,40,3/26/17,2.18,87897.32,12071.11,41311.15,90.5,34424.56,34341.53,83.03,0,organic,2017,NewYork,Northeast,191616.1576
13651,13651,41,3/19/17,1.86,147248.57,30270.92,85793.31,114.28,31070.06,30832.74,237.32,0,organic,2017,NewYork,Northeast,273882.3402
13652,13652,42,3/12/17,2.26,93328.69,9962.52,40186.45,162.33,43017.39,43017.39,0,0,organic,2017,NewYork,Northeast,210922.8394
13653,13653,43,3/5/17,1.81,121542.09,20888.73,66846.19,235.43,33571.74,33382.77,188.97,0,organic,2017,NewYork,Northeast,219991.1829
13654,13654,44,2/26/17,1.77,91212.34,14208.53,48448.61,164.07,28391.13,28122.96,268.17,0,organic,2017,NewYork,Northeast,161445.8418
13655,13655,45,2/19/17,1.36,420410.54,100285.03,288953.97,366.3,30805.24,29223.4,1581.84,0,organic,2017,NewYork,Northeast,571758.3344
13656,13656,46,2/12/17,1.98,59839.16,7402.11,22697.49,514.41,29225.15,28971.43,253.72,0,organic,2017,NewYork,Northeast,118481.5368
13657,13657,47,2/5/17,2.03,58560.14,7829.32,20623.8,197.9,29909.12,29581.48,327.64,0,organic,2017,NewYork,Northeast,118877.0842
13658,13658,48,1/29/17,2.08,46602.16,6492.22,19169.83,74.51,20865.6,20510.68,354.92,0,organic,2017,NewYork,Northeast,96932.4928
13659,13659,49,1/22/17,2.05,49056.11,6679.14,21232.95,1039.74,20104.28,19821.48,282.8,0,organic,2017,NewYork,Northeast,100565.0255
13660,13660,50,1/15/17,2.09,42233.25,6002.05,18195.1,117.02,17919.08,17791.92,127.16,0,organic,2017,NewYork,Northeast,88267.4925
13661,13661,51,1/8/17,2.15,42755.8,6642.33,18205.31,338.5,17569.66,17103.64,466.02,0,organic,2017,NewYork,Northeast,91924.97
13662,13662,52,1/1/17,2.06,39260.55,6071.7,20105.65,1025.49,12057.71,11934.77,122.94,0,organic,2017,NewYork,Northeast,80876.733
13663,13663,0,12/31/17,1.76,20129.5,0,200.68,0,19928.82,19925.49,3.33,0,organic,2017,NorthernNewEngland,Northeast,35427.92
13664,13664,1,12/24/17,1.76,25227.4,0,463.23,0,24764.17,24764.17,0,0,organic,2017,NorthernNewEngland,Northeast,44400.224
13665,13665,2,12/17/17,1.72,18551.6,3.54,288.78,0,18259.28,18259.28,0,0,organic,2017,NorthernNewEngland,Northeast,31908.752
13666,13666,3,12/10/17,1.67,23958.64,0,285.78,0,23672.86,23672.86,0,0,organic,2017,NorthernNewEngland,Northeast,40010.9288
13667,13667,4,12/3/17,1.71,18891.8,0,390,0,18501.8,18273.13,228.67,0,organic,2017,NorthernNewEngland,Northeast,32304.978
13668,13668,5,11/26/17,1.75,22376.94,1.74,219.85,0,22155.35,22155.35,0,0,organic,2017,NorthernNewEngland,Northeast,39159.645
13669,13669,6,11/19/17,1.78,21545.16,0,203.01,0,21342.15,21284.8,57.35,0,organic,2017,NorthernNewEngland,Northeast,38350.3848
13670,13670,7,11/12/17,1.8,19234.13,5.12,317.19,0,18911.82,18525.27,386.55,0,organic,2017,NorthernNewEngland,Northeast,34621.434
13671,13671,8,11/5/17,1.84,24687.17,0,148.57,0,24538.6,20317.99,4220.61,0,organic,2017,NorthernNewEngland,Northeast,45424.3928
13672,13672,9,10/29/17,1.57,39048.27,1.67,177.53,0,38869.07,32627.56,6241.51,0,organic,2017,NorthernNewEngland,Northeast,61305.7839
13673,13673,10,10/22/17,1.7,22671.89,0,308.14,0,22363.75,22363.75,0,0,organic,2017,NorthernNewEngland,Northeast,38542.213
13674,13674,11,10/15/17,1.64,23800.97,0,202.17,0,23598.8,23598.8,0,0,organic,2017,NorthernNewEngland,Northeast,39033.5908
13675,13675,12,10/8/17,1.52,21089.7,10.89,194.84,0,20883.97,20879.53,4.44,0,organic,2017,NorthernNewEngland,Northeast,32056.344
13676,13676,13,10/1/17,1.56,18317.19,10.88,163.19,0,18143.12,18143.12,0,0,organic,2017,NorthernNewEngland,Northeast,28574.8164
13677,13677,14,9/24/17,1.57,16661.59,1.21,105.02,0,16555.36,16555.36,0,0,organic,2017,NorthernNewEngland,Northeast,26158.6963
13678,13678,15,9/17/17,1.54,15649.28,5.62,147.09,0,15496.57,15496.57,0,0,organic,2017,NorthernNewEngland,Northeast,24099.8912
13679,13679,16,9/10/17,1.68,16452.15,4.84,169.28,0,16278.03,16278.03,0,0,organic,2017,NorthernNewEngland,Northeast,27639.612
13680,13680,17,9/3/17,1.69,13062.41,2.43,168.63,0,12891.35,12891.35,0,0,organic,2017,NorthernNewEngland,Northeast,22075.4729
13681,13681,18,8/27/17,1.69,18480.95,3,172.15,0,18305.8,18305.8,0,0,organic,2017,NorthernNewEngland,Northeast,31232.8055
13682,13682,19,8/20/17,1.68,17812.78,11.35,258.45,0,17542.98,17542.98,0,0,organic,2017,NorthernNewEngland,Northeast,29925.4704
13683,13683,20,8/13/17,1.69,13218.86,13.62,246.35,0,12958.89,12958.89,0,0,organic,2017,NorthernNewEngland,Northeast,22339.8734
13684,13684,21,8/6/17,1.68,16939.38,6,281.35,0,16652.03,16652.03,0,0,organic,2017,NorthernNewEngland,Northeast,28458.1584
13685,13685,22,7/30/17,1.68,18527.51,15.95,259.16,0,18252.4,18252.4,0,0,organic,2017,NorthernNewEngland,Northeast,31126.2168
13686,13686,23,7/23/17,1.59,20654.13,14.18,254.59,0,20385.36,20385.36,0,0,organic,2017,NorthernNewEngland,Northeast,32840.0667
13687,13687,24,7/16/17,1.66,20254.68,10.56,397.21,0,19846.91,19846.91,0,0,organic,2017,NorthernNewEngland,Northeast,33622.7688
13688,13688,25,7/9/17,1.85,13592.4,3.94,277.31,0,13311.15,13311.15,0,0,organic,2017,NorthernNewEngland,Northeast,25145.94
13689,13689,26,7/2/17,1.91,16665.54,7.31,469.07,0,16189.16,16189.16,0,0,organic,2017,NorthernNewEngland,Northeast,31831.1814
13690,13690,27,6/25/17,1.93,21227.79,7.83,428.22,0,20791.74,20791.74,0,0,organic,2017,NorthernNewEngland,Northeast,40969.6347
13691,13691,28,6/18/17,1.92,20003.65,14.31,370.78,0,19618.56,19618.56,0,0,organic,2017,NorthernNewEngland,Northeast,38407.008
13692,13692,29,6/11/17,1.83,15591.67,2.59,304.24,0,15284.84,15284.84,0,0,organic,2017,NorthernNewEngland,Northeast,28532.7561
13693,13693,30,6/4/17,1.48,25490.92,0,295.05,0,25195.87,25195.87,0,0,organic,2017,NorthernNewEngland,Northeast,37726.5616
13694,13694,31,5/28/17,1.67,18289.39,12.99,299.98,0,17976.42,17976.42,0,0,organic,2017,NorthernNewEngland,Northeast,30543.2813
13695,13695,32,5/21/17,1.59,20571.46,7.77,299.22,0,20264.47,20264.47,0,0,organic,2017,NorthernNewEngland,Northeast,32708.6214
13696,13696,33,5/14/17,1.4,26964.27,10.3,614.37,0,26339.6,26339.6,0,0,organic,2017,NorthernNewEngland,Northeast,37749.978
13697,13697,34,5/7/17,1.57,13580.31,29.67,398.54,0,13152.1,13152.1,0,0,organic,2017,NorthernNewEngland,Northeast,21321.0867
13698,13698,35,4/30/17,1.62,14208.82,97.08,229.93,0,13881.81,13881.81,0,0,organic,2017,NorthernNewEngland,Northeast,23018.2884
13699,13699,36,4/23/17,1.68,13175,103.25,164.43,0,12907.32,12907.32,0,0,organic,2017,NorthernNewEngland,Northeast,22134
13700,13700,37,4/16/17,1.82,15495.62,87.32,240.12,0,15168.18,15168.18,0,0,organic,2017,NorthernNewEngland,Northeast,28202.0284
13701,13701,38,4/9/17,1.75,12052.63,90.05,237.99,0,11724.59,11724.59,0,0,organic,2017,NorthernNewEngland,Northeast,21092.1025
13702,13702,39,4/2/17,1.82,13640.21,128.73,364.3,0,13147.18,13147.18,0,0,organic,2017,NorthernNewEngland,Northeast,24825.1822
13703,13703,40,3/26/17,1.85,14479.04,126.1,228.24,0,14124.7,14124.7,0,0,organic,2017,NorthernNewEngland,Northeast,26786.224
13704,13704,41,3/19/17,1.86,16064.02,168.09,170.68,0,15725.25,15725.25,0,0,organic,2017,NorthernNewEngland,Northeast,29879.0772
13705,13705,42,3/12/17,1.87,14773.91,119.61,198.91,0,14455.39,14455.39,0,0,organic,2017,NorthernNewEngland,Northeast,27627.2117
13706,13706,43,3/5/17,1.66,15016.27,76.78,269.38,0,14670.11,14670.11,0,0,organic,2017,NorthernNewEngland,Northeast,24927.0082
13707,13707,44,2/26/17,1.85,12277.49,10.34,263.6,0,12003.55,12003.55,0,0,organic,2017,NorthernNewEngland,Northeast,22713.3565
13708,13708,45,2/19/17,1.88,11527.69,2.6,221.4,0,11303.69,11303.69,0,0,organic,2017,NorthernNewEngland,Northeast,21672.0572
13709,13709,46,2/12/17,1.8,13474.78,2.56,325.75,0,13146.47,13146.47,0,0,organic,2017,NorthernNewEngland,Northeast,24254.604
13710,13710,47,2/5/17,1.6,10860.38,1.31,304.11,0,10554.96,10554.96,0,0,organic,2017,NorthernNewEngland,Northeast,17376.608
13711,13711,48,1/29/17,1.84,12789.12,3.82,333.23,0,12452.07,12452.07,0,0,organic,2017,NorthernNewEngland,Northeast,23531.9808
13712,13712,49,1/22/17,1.89,13492.85,2.54,185.06,0,13305.25,13305.25,0,0,organic,2017,NorthernNewEngland,Northeast,25501.4865
13713,13713,50,1/15/17,1.77,10857.24,0,197.94,0,10659.3,10659.3,0,0,organic,2017,NorthernNewEngland,Northeast,19217.3148
13714,13714,51,1/8/17,1.86,12777.93,3.76,254.54,0,12519.63,12519.63,0,0,organic,2017,NorthernNewEngland,Northeast,23766.9498
13715,13715,52,1/1/17,1.91,9214.09,6.23,130.87,0,9076.99,9076.99,0,0,organic,2017,NorthernNewEngland,Northeast,17598.9119
13716,13716,0,12/31/17,1.82,6063.44,164.98,1018.93,0,4879.53,4136.67,742.86,0,organic,2017,Orlando,Southeast,11035.4608
13717,13717,1,12/24/17,1.79,8232.75,172.8,1280.57,0,6779.38,5538.88,1240.5,0,organic,2017,Orlando,Southeast,14736.6225
13718,13718,2,12/17/17,1.6,5835.48,111.2,704.26,0,5020.02,4869.99,150.03,0,organic,2017,Orlando,Southeast,9336.768
13719,13719,3,12/10/17,1.6,5703.21,93.53,721.9,0,4887.78,4884.45,3.33,0,organic,2017,Orlando,Southeast,9125.136
13720,13720,4,12/3/17,1.67,4483.68,133.97,710.54,0,3639.17,3623.61,15.56,0,organic,2017,Orlando,Southeast,7487.7456
13721,13721,5,11/26/17,1.65,4800.66,87.84,727.01,0,3985.81,3975.55,10.26,0,organic,2017,Orlando,Southeast,7921.089
13722,13722,6,11/19/17,1.8,6044.64,231.33,1063.87,0,4749.44,4072.72,676.72,0,organic,2017,Orlando,Southeast,10880.352
13723,13723,7,11/12/17,1.88,5376.58,147.41,871.4,0,4357.77,4351.1,6.67,0,organic,2017,Orlando,Southeast,10107.9704
13724,13724,8,11/5/17,2.01,7634.15,248.29,1434.28,0,5951.58,4501.1,1450.48,0,organic,2017,Orlando,Southeast,15344.6415
13725,13725,9,10/29/17,2.01,6466.78,179.61,1219.5,0,5067.67,3897.77,1169.9,0,organic,2017,Orlando,Southeast,12998.2278
13726,13726,10,10/22/17,2.29,7965.85,318.97,1675.81,0,5971.07,4053.33,1917.74,0,organic,2017,Orlando,Southeast,18241.7965
13727,13727,11,10/15/17,2.87,3824.55,175.45,1228.12,0,2420.98,1696.66,724.32,0,organic,2017,Orlando,Southeast,10976.4585
13728,13728,12,10/8/17,2.27,4734.25,198.53,1046.76,0,3488.96,3378.88,110.08,0,organic,2017,Orlando,Southeast,10746.7475
13729,13729,13,10/1/17,2.35,8517.29,239.14,1618.07,0,6660.08,5291.11,1368.97,0,organic,2017,Orlando,Southeast,20015.6315
13730,13730,14,9/24/17,2.31,7564.56,496.68,1531.43,0,5536.45,4451.92,1084.53,0,organic,2017,Orlando,Southeast,17474.1336
13731,13731,15,9/17/17,2.65,5500.41,486.39,1590.78,0,3423.24,1720.22,1703.02,0,organic,2017,Orlando,Southeast,14576.0865
13732,13732,16,9/10/17,2.12,5927.43,250.97,826.99,0,4849.47,4658.17,191.3,0,organic,2017,Orlando,Southeast,12566.1516
13733,13733,17,9/3/17,2.45,5470.24,439.16,1794.3,0,3236.78,2042.89,1193.89,0,organic,2017,Orlando,Southeast,13402.088
13734,13734,18,8/27/17,2.3,6882.52,589.98,3095.69,0,3196.85,3196.85,0,0,organic,2017,Orlando,Southeast,15829.796
13735,13735,19,8/20/17,2.21,8464.73,807.9,1910.94,0,5745.89,5739.22,6.67,0,organic,2017,Orlando,Southeast,18707.0533
13736,13736,20,8/13/17,2.12,6193.38,767,1410.92,0,4015.46,4008.79,6.67,0,organic,2017,Orlando,Southeast,13129.9656
13737,13737,21,8/6/17,1.82,4035.77,115.65,823.15,0,3096.97,3096.97,0,0,organic,2017,Orlando,Southeast,7345.1014
13738,13738,22,7/30/17,1.69,4640.87,104.79,712.46,0,3823.62,3816.96,6.66,0,organic,2017,Orlando,Southeast,7843.0703
13739,13739,23,7/23/17,1.79,4731.7,89.48,833.81,0,3808.41,3808.41,0,0,organic,2017,Orlando,Southeast,8469.743
13740,13740,24,7/16/17,1.86,4968.49,191.79,1118.94,0,3657.76,3651.1,6.66,0,organic,2017,Orlando,Southeast,9241.3914
13741,13741,25,7/9/17,1.9,5505.07,262.72,1460.13,0,3782.22,3778.89,3.33,0,organic,2017,Orlando,Southeast,10459.633
13742,13742,26,7/2/17,2.17,8059.1,811.06,4168.04,0,3080,3080,0,0,organic,2017,Orlando,Southeast,17488.247
13743,13743,27,6/25/17,2.18,7422.56,780.55,3949.02,0,2692.99,2689.66,3.33,0,organic,2017,Orlando,Southeast,16181.1808
13744,13744,28,6/18/17,2.15,7071.15,768.44,3446.35,0,2856.36,2853.03,3.33,0,organic,2017,Orlando,Southeast,15202.9725
13745,13745,29,6/11/17,1.97,5784.5,1583.21,333.85,0,3867.44,3867.44,0,0,organic,2017,Orlando,Southeast,11395.465
13746,13746,30,6/4/17,2.1,6966.83,2155.29,172.57,0,4638.97,4638.97,0,0,organic,2017,Orlando,Southeast,14630.343
13747,13747,31,5/28/17,1.8,8624.25,1830.55,174.17,0,6619.53,4830.7,1788.83,0,organic,2017,Orlando,Southeast,15523.65
13748,13748,32,5/21/17,1.8,8800.59,1981.17,258.64,0,6560.78,5043.23,1517.55,0,organic,2017,Orlando,Southeast,15841.062
